price,location,city,province_name,latitude,longitude,baths,area_sqft,bedrooms
12500000,97,4,0,31.510947,73.220086,5,2722.51,4
4500000,96,4,0,31.423683,73.10636,3,816.75,3
13500000,98,3,0,33.538462,73.144913,4,1905.76,5
31500000,99,3,0,33.607829,73.021817,10,6534.02,12
23000000,100,3,0,33.555451,73.138218,6,2722.51,6
9990000,101,3,0,33.530556,73.061264,2,2722.51,3
22500000,102,3,0,33.560887,73.125937,5,3267.01,5
40000000,100,3,0,33.549693,73.130536,8,5445.02,6
9000000,100,3,0,33.485576,73.08393,4,1361.25,3
37000000,100,3,0,33.555451,73.138218,8,5445.02,6
23000000,100,3,0,33.555594,73.133669,6,3267.01,5
39500000,100,3,0,33.55892,73.118649,7,5445.02,6
21000000,100,3,0,33.555451,73.138218,7,2722.51,5
11900000,100,3,0,33.50136,73.108691,3,2178.01,3
22000000,103,3,0,33.566321,73.133953,5,5445.02,5
37500000,100,3,0,33.549693,73.130536,5,5445.02,5
37000000,100,3,0,33.55892,73.118649,5,5445.02,5
37000000,100,3,0,33.550623,73.123112,7,5445.02,6
37500000,100,3,0,33.555451,73.138218,7,5445.02,5
180000000,100,3,0,33.57022,73.116674,6,21780.08,6
31500000,100,3,0,33.502004,73.074353,5,5445.02,5
19900000,100,3,0,33.549693,73.130536,5,2722.51,5
21000000,100,3,0,33.573152,73.110881,3,2722.51,3
35000000,100,3,0,33.550408,73.115473,5,5445.02,5
12800000,100,3,0,33.495991,73.100195,4,1905.76,4
5000000,104,3,0,33.56371244,73.01578213,5,1361.25,6
22000000,100,3,0,33.550623,73.123112,6,2722.51,5
38000000,100,3,0,33.550623,73.123112,7,5445.02,6
18000000,105,3,0,33.543004,73.067576,4,2722.51,4
25000000,106,3,0,33.569523,73.064679,5,2722.51,4
30000000,107,3,0,33.597588,73.080837,6,2722.51,4
23000000,106,3,0,33.569523,73.064679,5,2722.51,4
30000000,108,3,0,33.595729,73.134502,8,5445.02,10
32000000,105,3,0,33.543004,73.067576,5,5989.52,5
40000000,100,3,0,33.55892,73.118649,8,8167.53,7
25000000,106,3,0,33.569523,73.064679,6,2722.51,5
6000000,100,3,0,33.498497,73.101182,2,1361.25,2
28000000,109,3,0,33.586989,73.077743,5,2722.51,5
5300000,110,3,0,33.551195,73.026159,3,1361.25,2
19900000,111,3,0,33.597548,73.014176,6,2722.51,6
15000000,106,3,0,33.569523,73.064679,4,1361.25,3
18000000,105,3,0,33.543004,73.067576,5,2722.51,4
24500000,106,3,0,33.569523,73.064679,5,2722.51,4
27000000,106,3,0,33.569523,73.064679,4,2722.51,4
